"Resource Name","Resource Group","Type","Spent","Location","Meter Name","Meter Category","Meter SubCategory"
,"cspazuretest","Storage","0.011600","Central US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"sudhakarp531","sudhakarprg832351","Microsoft.Storage/storageAccounts","0.0145","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.0036","uscentral","Standard IO - Block Blob Delete Operation Units (in 10,000s)","Data Management",
"testrgatoreac303","testrg303","Microsoft.Storage/storageAccounts","0.0724","usnorthcentral","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
,"automationsa","Storage","0.000038","Southeast Asia","Standard IO - Table (GB)","Storage","Locally Redundant"
"rtechrgdiag181","rtechrg","Microsoft.Storage/storageAccounts","0.069024","useast2","Standard IO - Table (GB)","Storage","Locally Redundant"
,"wqportalvhds9q1bf8gs1ftq","Storage","0.000038","Southeast Asia","Standard IO - Table (GB)","Storage","Locally Redundant"
,"9yportalvhds5hm5fg5gr47m","Storage","0.011500","North Central US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","3.3406","useast2","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"asrserversdiag610","asrservers","Microsoft.Storage/storageAccounts","0.000072","apeast","Standard IO - Table (GB)","Storage","Locally Redundant"
"asrserversdisks730","asrservers","Microsoft.Storage/storageAccounts","0.456936","apeast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"testrg303diag241","testrg303","Microsoft.Storage/storageAccounts","0.000072","usnorthcentral","Standard IO - Table (GB)","Storage","Locally Redundant"
,"wqportalvhds9q1bf8gs1ftq","Storage","0.754015","Southeast Asia","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"rdsautostg","rdsauto","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"testlaptopMARS","testlaptop","Microsoft.RecoveryServices/vaults","0.016129","southeastasia","Protected Instances","Recovery Services","Backup"
"azurebvrm","azurebvrm","Microsoft.Storage/storageAccounts","1.888200","usnorthcentral","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"gopinathstorage","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"testvmasr","ASRservers","Microsoft.RecoveryServices/vaults","0.016129","northeurope","Protected Instances","Recovery Services","Backup"
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","2.734464","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
,"mmkkuu789","Storage","0.046900","West US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"RGUKTBackup","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-Brazil-South","microsoft.backup/BackupVault","0.171945","brazilsouth","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"teststoragesql1","testrgsql1","Microsoft.Storage/storageAccounts","0.000264","useast2","Standard IO - Block Blob (GB)","Storage","Locally Redundant"
"forsample599","forsample","Microsoft.Storage/storageAccounts","1.801464","eunorth","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"asrserversdiag610","asrservers","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"teststorage190","testrg345","Microsoft.Storage/storageAccounts","0.000048","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"AutomationTest","resourcegrp-bhaskar","Microsoft.RecoveryServices/vaults","0.028201","eastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","1.356880","uscentral","Data transfer - Geo-Replication (GB)","Networking","Geo Redundant"
"blobazurene","testhotstorage","Microsoft.Storage/storageAccounts","0.001081","uswestcentral","Geo-Replicated Data Transfer (GB)","Data Management",
"testrg303diag241","testrg303","Microsoft.Storage/storageAccounts","0.0146","usnorthcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"2tportalvhdsdczqkv0r16sf","Storage","0.000038","West US","Standard IO - Table (GB)","Storage","Locally Redundant"
"testmig2newportalv2","testmigratearm","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
,"dgportalvhdsmg7c99qg0rtk","Storage","0.000038","South Central US","Standard IO - Table (GB)","Storage","Locally Redundant"
"gopinath-testdc-ip","gopinath-bvrm--azurelabexam","Microsoft.Network/publicIPAddresses","16.99999999999999813","westus","IP Address Hours","Networking","Reserved IP"
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","3.2594","uswest","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"forsanjaydisks755","forsanjay","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
,"n5portalvhdswj63sl7hq72f","Storage","0.000020","Central US","Standard IO - Table (GB)","Storage","Locally Redundant"
,"0qportalvhdshc7f8phrh7ts","Storage","0.000038","East US","Standard IO - Table (GB)","Storage","Locally Redundant"
"saitest","testsai","Microsoft.Storage/storageAccounts","0.000528","apsoutheast","Data Transfer In (GB)","Networking",
"blobazurene","testhotstorage","Microsoft.Storage/storageAccounts","0.0289","uswestcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"gopinathstorage","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asraz2az","asraz2az","Microsoft.Storage/storageAccounts","0.000072","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
,"2tportalvhdsdczqkv0r16sf","Storage","0.380513","West US","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"rdsstor","rdslabrg","Microsoft.Storage/storageAccounts","0.001081","jawest","Data transfer - Geo-Replication (GB)","Networking","Geo Redundant"
"Testvault","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-East-US","microsoft.backup/BackupVault","3.971841","eastus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","6.6173","uscentral","Standard IO - Page Blob Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"azbckupvtrktest","bckrgrk","Microsoft.RecoveryServices/vaults","0.016129","southeastasia","Protected Instances","Recovery Services","Backup"
"testrgpdiag234","testrgp","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testingvault","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-East-US","microsoft.backup/BackupVault","0.016129","eastus","Protected Instances","Recovery Services","Backup"
,"kbportalvhdszbzl0n2ck0gz","Storage","0.011600","East Asia","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"wqportalvhds9q1bf8gs1ftq","Storage","0.011600","Southeast Asia","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"alridgetest","aldridgetesting","Microsoft.Storage/storageAccounts","0.032256","apsoutheast","Premium Storage - Page Blob/P10 (Units)","Storage","Locally Redundant"
"rkcateststrg","rkcagrp","Microsoft.Storage/storageAccounts","0.943488","uksouth","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"neportallogs","aautomationtest","Microsoft.Storage/storageAccounts","0.000072","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
"teststorage190","testrg345","Microsoft.Storage/storageAccounts","0.0145","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.990792","ukwest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"rdsautostg","rdsauto","Microsoft.Storage/storageAccounts","0.3520","uswest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"rdslabrgdiag897","rdslabrg","Microsoft.Storage/storageAccounts","0.0146","jawest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"storagebhaskar","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","0.025776","apeast","Standard IO - Block Blob (GB)","Storage","Locally Redundant"
,"cspazuretest","Storage","0.000019","Central US","Standard IO - Table (GB)","Storage","Geo Redundant"
"gopinathstorage","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.5005","uswest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"manjurgdisks751","manjurg","Microsoft.Storage/storageAccounts","0.000072","uscentral","Standard IO - Table (GB)","Storage","Locally Redundant"
"asraz2az","asraz2az","Microsoft.Storage/storageAccounts","0.0146","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"automationtest","automationtest","Microsoft.Storage/storageAccounts","0.004566","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
"forsanjaydiag678","forsanjay","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"storageasr10","asrservers","Microsoft.Storage/storageAccounts","0.2533","apeast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","1.2798","uscentral","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"testmig2newportalv2","testmigratearm","Microsoft.Storage/storageAccounts","0.0721","useast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"neportallogs","aautomationtest","Microsoft.Storage/storageAccounts","0.0146","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"forsanjaydisks755","forsanjay","Microsoft.Storage/storageAccounts","0.0721","uswest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
,"dgportalvhdsmg7c99qg0rtk","Storage","0.011600","South Central US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"DEVVM","RTECHRG","Microsoft.Compute/virtualMachines","0.015602","eastus2","Data Transfer In (GB)","Networking",
,"frontendvnet","Virtual Network","23.000000","","Basic Gateway Hours","Networking","Virtual Network"
"manjurgdisks751","manjurg","Microsoft.Storage/storageAccounts","0.0146","uscentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"0qportalvhdshc7f8phrh7ts","Storage","0.000600","East US","Standard IO - Block Blob Write Operation Units (in 10,000s)","Data Management",
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","3.3292","uscentral","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"rkcateststrg","rkcagrp","Microsoft.Storage/storageAccounts","0.0146","uksouth","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testbackupvault9","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-South-Central-US","microsoft.backup/BackupVault","0.445124","southcentralus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"rtechrgdiag181","rtechrg","Microsoft.Storage/storageAccounts","0.0146","useast2","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"storageasr10","asrservers","Microsoft.Storage/storageAccounts","0.001652","apeast","Standard IO - Table (GB)","Storage","Locally Redundant"
,"classictwo","Storage","0.000038","Southeast Asia","Standard IO - Table (GB)","Storage","Locally Redundant"
"manjurgdisks751","manjurg","Microsoft.Storage/storageAccounts","0.3813","uscentral","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"saitest","testsai","Microsoft.Storage/storageAccounts","0.000120","apsoutheast","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"labbackup","labexam2","Microsoft.RecoveryServices/vaults","0.032258","eastus","Protected Instances","Recovery Services","Backup"
"rajiv123","rdslabrg","Microsoft.Storage/storageAccounts","0.000120","jawest","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
,"0fportalvhdsv7tlx8fmxv27","Storage","0.000038","JA West","Standard IO - Table (GB)","Storage","Locally Redundant"
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.301392","uswest","Standard IO - Table (GB)","Storage","Geo Redundant"
"rdsautostg","rdsauto","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"TestvmExchange","MANJURG","Microsoft.Compute/virtualMachines","0.616679","centralus","Compute Hours","Virtual Machines","Standard_A2m_v2 VM (Windows)"
"azurebvrm","azurebvrm","Microsoft.Storage/storageAccounts","0.000072","usnorthcentral","Standard IO - Table (GB)","Storage","Locally Redundant"
"labexam","labexam2","Microsoft.RecoveryServices/vaults","0.016129","southeastasia","Protected Instances","Recovery Services","Backup"
"rajiv123","rdslabrg","Microsoft.Storage/storageAccounts","0.000528","jawest","Data Transfer In (GB)","Networking",
"rdsstor","rdslabrg","Microsoft.Storage/storageAccounts","0.0289","jawest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
,"0qportalvhdshc7f8phrh7ts","Storage","6.191663","East US","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
,"0qportalvhdshc7f8phrh7ts","Storage","3.143500","East US","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"testvault","testrg","Microsoft.RecoveryServices/vaults","0.032258","eastus2","Protected Instances","Recovery Services","Backup"
,"automationsa","Storage","0.012400","Southeast Asia","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rktestdemostrg","rktestdemorg","Microsoft.Storage/storageAccounts","0.000072","uksouth","Standard IO - Table (GB)","Storage","Locally Redundant"
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.000120","apsoutheast","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"asamplelab9418","samplelabrg883310","Microsoft.Storage/storageAccounts","0.000072","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"gopinathrec","gopinath-bvrm--azurelabexam","Microsoft.RecoveryServices/vaults","0.048387","westus","Protected Instances","Recovery Services","Backup"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","29.9908","useast2","Standard IO - Page Blob Write Operation Units (in 10,000s)","Data Management",
"storageasr10","asrservers","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.000528","apsoutheast","Data Transfer In (GB)","Networking",
,"8yportalvhdsc30ms13v4zz2","Storage","0.000038","JA West","Standard IO - Table (GB)","Storage","Locally Redundant"
"neazurepack","nepartners","Microsoft.Storage/storageAccounts","0.000624","eunorth","Data Transfer Out (GB)","Networking",
"testmig2newportalv2","testmigratearm","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.117048","ukwest","Standard IO - Table (GB)","Storage","Locally Redundant"
"forsanjaydisks755","forsanjay","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"azurestorage123","azureservers","Microsoft.Storage/storageAccounts","0.000072","apeast","Standard IO - Table (GB)","Storage","Locally Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.000624","uscentral","Data Transfer Out (GB)","Networking",
"scriptfile","scriptfiles","Microsoft.Storage/storageAccounts","0.000072","ussouthcentral","Standard IO - Table (GB)","Storage","Locally Redundant"
"test112345","testrg345","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","0.2378","apsoutheast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"nelabdisks744","nelab","Microsoft.Storage/storageAccounts","0.456792","useast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"gopinathteststorage2","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","0.7188","useast2","Standard IO - Block Blob Write Operation Units (in 10,000s)","Data Management",
"blobazurene","testhotstorage","Microsoft.Storage/storageAccounts","0.000120","uswestcentral","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"DEVVM","RTECHRG","Microsoft.Compute/virtualMachines","0.018025","eastus2","Data Transfer Out (GB)","Networking",
,"teststorage90","Storage","0.011600","South Central US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"azurebvrm","azurebvrm","Microsoft.Storage/storageAccounts","1.2534","usnorthcentral","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
,"2tportalvhdsdczqkv0r16sf","Storage","0.011600","West US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"poc3105","poc","Microsoft.Storage/storageAccounts","1.308714","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
,"mmkkuu789","Storage","0.000038","West US","Standard IO - Table (GB)","Storage","Geo Redundant"
,"n5portalvhdswj63sl7hq72f","Storage","0.011500","Central US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"0qportalvhdshc7f8phrh7ts","Storage","0.011600","East US","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.2194","ukwest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"testbackupvault","mytestresourcegroup","Microsoft.RecoveryServices/vaults","0.69147","southcentralus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"ASRVault","ASRservers","Microsoft.RecoveryServices/vaults","2.072959","eastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"rktestdemorgdisks805","rktestdemorg","Microsoft.Storage/storageAccounts","0.536904","uksouth","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"scriptfile","scriptfiles","Microsoft.Storage/storageAccounts","0.0146","ussouthcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"TestvmExchange","MANJURG","Microsoft.Compute/virtualMachines","0.000086","centralus","Data Transfer In (GB)","Networking",
"storageasr10","asrservers","Microsoft.Storage/storageAccounts","3.2712","apeast","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"rtechrgdisks488","rtechrg","Microsoft.Storage/storageAccounts","0.000072","useast2","Standard IO - Table (GB)","Storage","Locally Redundant"
"automationtest","automationtest","Microsoft.Storage/storageAccounts","0.0504","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"forsanjaydiag678","forsanjay","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"gopinathteststorage2","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"neazurepack","nepartners","Microsoft.Storage/storageAccounts","0.000120","eunorth","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","0.017688","apsoutheast","Standard IO - Table (GB)","Storage","Locally Redundant"
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.095064","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Geo Redundant"
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","3.3408","ukwest","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"asrserversdisks730","asrservers","Microsoft.Storage/storageAccounts","0.000072","apeast","Standard IO - Table (GB)","Storage","Locally Redundant"
"azurestorage123","azureservers","Microsoft.Storage/storageAccounts","0.2559","apeast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","0.015960","uscentral","Standard IO - Table (GB)","Storage","Read-Access Geo Redundant"
"blobazurene","testhotstorage","Microsoft.Storage/storageAccounts","0.000624","uswestcentral","Data Transfer Out (GB)","Networking",
"poc3105","poc","Microsoft.Storage/storageAccounts","0.3010","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"HydNetwork","Virtual Network","23.000000","","Basic Gateway Hours","Networking","Virtual Network"
"sketchdemo","sketchdemo","Microsoft.Storage/storageAccounts","0.000096","apsoutheast","Standard IO - Hot Block Blob (GB)","Storage","Read-Access Geo Redundant"
"rtechstr","rtechrg","Microsoft.Storage/storageAccounts","0.144","useast2","Standard IO - Block Blob Delete Operation Units (in 10,000s)","Data Management",
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","0.661056","uswest","Standard IO - Table (GB)","Storage","Locally Redundant"
"teststoragehari","rgroup","Microsoft.Storage/storageAccounts","0.000072","ussouthcentral","Standard IO - Table (GB)","Storage","Locally Redundant"
"manjustorageaccount","manjurg","Microsoft.Storage/storageAccounts","4.838432","uscentral","Standard IO - Page Blob/Disk (GB)","Storage","Read-Access Geo Redundant"
"AutomationTest","resourcegrp-bhaskar","Microsoft.RecoveryServices/vaults","0.016129","eastasia","Protected Instances","Recovery Services","Backup"
"forsample599","forsample","Microsoft.Storage/storageAccounts","0.024168","eunorth","Standard IO - Table (GB)","Storage","Locally Redundant"
"gopinathstorage","gopinath-bvrm--azurelabexam","Microsoft.Storage/storageAccounts","4.464384","uswest","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","0.0146","apsoutheast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asrserversdisks730","asrservers","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rktestdemorgdisks805","rktestdemorg","Microsoft.Storage/storageAccounts","0.0152","uksouth","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"testlaptopMARS","testlaptop","Microsoft.RecoveryServices/vaults","0.027635","southeastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"testvmasr","ASRservers","Microsoft.RecoveryServices/vaults","0.442225","northeurope","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"sudhakarp445","sudhakarprg832351","Microsoft.Storage/storageAccounts","0.000072","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"rdslabrgdisksad276","rdslabrg","Microsoft.Storage/storageAccounts","0.000072","jawest","Standard IO - Table (GB)","Storage","Locally Redundant"
"Testvault","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-East-US","microsoft.backup/BackupVault","0.064516","eastus","Protected Instances","Recovery Services","Backup"
,"vg1","Storage","0.000038","West US","Standard IO - Table (GB)","Storage","Locally Redundant"
"teststoragesql1","testrgsql1","Microsoft.Storage/storageAccounts","0.02472","useast2","Standard IO - Table (GB)","Storage","Locally Redundant"
"azurebvrm","azurebvrm","Microsoft.Storage/storageAccounts","0.0146","usnorthcentral","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"nelabdiag609","nelab","Microsoft.Storage/storageAccounts","0.000071","useast","Standard IO - Table (GB)","Storage","Locally Redundant"
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.0146","ukwest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"poc3105","poc","Microsoft.Storage/storageAccounts","6.1248","apsoutheast","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
,"teststorage90","Storage","0.000038","South Central US","Standard IO - Table (GB)","Storage","Geo Redundant"
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asrserversdisks730","asrservers","Microsoft.Storage/storageAccounts","0.1991","apeast","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
,"vg1","Storage","0.079420","West US","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.0146","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management","Geo Redundant"
"hydrsggrpdiag901","hydrsggrp","Microsoft.Storage/storageAccounts","0.018768","ukwest","Data Transfer Out (GB)","Networking",
"vistaragateway11","vistaratest","Microsoft.Storage/storageAccounts","0.144","uswest","Standard IO - Block Blob Delete Operation Units (in 10,000s)","Data Management",
"forsample599","forsample","Microsoft.Storage/storageAccounts","0.0146","eunorth","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asamplelab9418","samplelabrg883310","Microsoft.Storage/storageAccounts","0.0145","uswest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"asraz2az","asraz2az","Microsoft.Storage/storageAccounts","0.643128","apsoutheast","Standard IO - Page Blob/Disk (GB)","Storage","Locally Redundant"
"rdsstor","rdslabrg","Microsoft.Storage/storageAccounts","0.000528","jawest","Data Transfer In (GB)","Networking",
,"classictwo","Storage","0.011600","Southeast Asia","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rdslabrgdisksad276","rdslabrg","Microsoft.Storage/storageAccounts","0.0146","jawest","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
,"9yportalvhds5hm5fg5gr47m","Storage","0.000026","North Central US","Standard IO - Table (GB)","Storage","Locally Redundant"
"azurestorage123","azureservers","Microsoft.Storage/storageAccounts","0.0146","apeast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"azbckupvtrktest","bckrgrk","Microsoft.RecoveryServices/vaults","0.000761","southeastasia","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
,"0fportalvhdsv7tlx8fmxv27","Storage","0.011600","JA West","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"storageonprem","onpremservers","Microsoft.Storage/storageAccounts","3.3408","apsoutheast","Standard IO - Table Read Operation Units (in 10,000s)","Data Management",
"testingvault","RecoveryServices-OYHMCRMRCP5UBMX7MXPWWTHKYHZVBSBTFGZVASHG3TFLTZDGMK5Q-East-US","microsoft.backup/BackupVault","0.002803","eastus","Standard IO - Block Blob (GB)","Storage","Geo Redundant"
"britecstorage","britecsage","Microsoft.Storage/storageAccounts","0.9316","uswest","Standard IO - Block Blob Read Operation Units (in 10,000s)","Data Management",
"storageforautomation","resourcegrp-bhaskar","Microsoft.Storage/storageAccounts","0.279096","euwest","Standard IO - Table (GB)","Storage","Locally Redundant"
"teststoreac666","testazurerg","Microsoft.Storage/storageAccounts","0.000072","ukwest","Standard IO - Table (GB)","Storage","Locally Redundant"
"automationtest","automationtest","Microsoft.Storage/storageAccounts","0.048714","apsoutheast","Standard IO - Block Blob (GB)","Storage","Locally Redundant"
"rkcateststrg","rkcagrp","Microsoft.Storage/storageAccounts","0.000072","uksouth","Standard IO - Table (GB)","Storage","Locally Redundant"
"nelabdiag609","nelab","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
"rtechrgdisks488","rtechrg","Microsoft.Storage/storageAccounts","0.2624","useast2","Storage Transactions (in 10,000s)","Data Management",
"test112345","testrg345","Microsoft.Storage/storageAccounts","0.0146","useast","Standard IO - Table Write Operation Units (in 10,000s)","Data Management",
